Query,Type,State,City
"Talecris Plasma Resources, Vergennes VT",Brand,VT,Vergennes
"Blood and Plasma Research, Vergennes VT",Brand,VT,Vergennes
"B Positive Plasma, Vergennes VT",Brand,VT,Vergennes
"Freedom Plasma, Vergennes VT",Brand,VT,Vergennes
"GCAM Plasma, Vergennes VT",Brand,VT,Vergennes
"ADMA BioCenters, Vergennes VT",Brand,VT,Vergennes
"Southern Blood Services, Vergennes VT",Brand,VT,Vergennes
"plasma donation center, St. Johnsbury VT",General,VT,St. Johnsbury
"CSL Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"BioLife Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Grifols Biomat, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Octapharma Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"KEDPLASMA, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Interstate Blood Bank, St. Johnsbury VT",Brand,VT,St. Johnsbury
"ImmunoTek Bio Centers, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Talecris Plasma Resources, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Blood and Plasma Research, St. Johnsbury VT",Brand,VT,St. Johnsbury
"B Positive Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Freedom Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"GCAM Plasma, St. Johnsbury VT",Brand,VT,St. Johnsbury
"ADMA BioCenters, St. Johnsbury VT",Brand,VT,St. Johnsbury
"Southern Blood Services, St. Johnsbury VT",Brand,VT,St. Johnsbury
"plasma donation center, VA",General,VA,
"CSL Plasma, VA",Brand,VA,
"BioLife Plasma, VA",Brand,VA,
"Grifols Biomat, VA",Brand,VA,
"Octapharma Plasma, VA",Brand,VA,
"KEDPLASMA, VA",Brand,VA,
"Interstate Blood Bank, VA",Brand,VA,
"ImmunoTek Bio Centers, VA",Brand,VA,
"Talecris Plasma Resources, VA",Brand,VA,
"Blood and Plasma Research, VA",Brand,VA,
"B Positive Plasma, VA",Brand,VA,
"Freedom Plasma, VA",Brand,VA,
"GCAM Plasma, VA",Brand,VA,
"ADMA BioCenters, VA",Brand,VA,
"Southern Blood Services, VA",Brand,VA,
"plasma donation center, Virginia Beach VA",General,VA,Virginia Beach
"CSL Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"BioLife Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"Grifols Biomat, Virginia Beach VA",Brand,VA,Virginia Beach
"Octapharma Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"KEDPLASMA, Virginia Beach VA",Brand,VA,Virginia Beach
"Interstate Blood Bank, Virginia Beach VA",Brand,VA,Virginia Beach
"ImmunoTek Bio Centers, Virginia Beach VA",Brand,VA,Virginia Beach
"Talecris Plasma Resources, Virginia Beach VA",Brand,VA,Virginia Beach
"Blood and Plasma Research, Virginia Beach VA",Brand,VA,Virginia Beach
"B Positive Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"Freedom Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"GCAM Plasma, Virginia Beach VA",Brand,VA,Virginia Beach
"ADMA BioCenters, Virginia Beach VA",Brand,VA,Virginia Beach
"Southern Blood Services, Virginia Beach VA",Brand,VA,Virginia Beach
"plasma donation center, Norfolk VA",General,VA,Norfolk
"CSL Plasma, Norfolk VA",Brand,VA,Norfolk
"BioLife Plasma, Norfolk VA",Brand,VA,Norfolk
"Grifols Biomat, Norfolk VA",Brand,VA,Norfolk
"Octapharma Plasma, Norfolk VA",Brand,VA,Norfolk
"KEDPLASMA, Norfolk VA",Brand,VA,Norfolk
"Interstate Blood Bank, Norfolk VA",Brand,VA,Norfolk
"ImmunoTek Bio Centers, Norfolk VA",Brand,VA,Norfolk
"Talecris Plasma Resources, Norfolk VA",Brand,VA,Norfolk
"Blood and Plasma Research, Norfolk VA",Brand,VA,Norfolk
"B Positive Plasma, Norfolk VA",Brand,VA,Norfolk
"Freedom Plasma, Norfolk VA",Brand,VA,Norfolk
"GCAM Plasma, Norfolk VA",Brand,VA,Norfolk
"ADMA BioCenters, Norfolk VA",Brand,VA,Norfolk
"Southern Blood Services, Norfolk VA",Brand,VA,Norfolk
"plasma donation center, Chesapeake VA",General,VA,Chesapeake
"CSL Plasma, Chesapeake VA",Brand,VA,Chesapeake
"BioLife Plasma, Chesapeake VA",Brand,VA,Chesapeake
"Grifols Biomat, Chesapeake VA",Brand,VA,Chesapeake
"Octapharma Plasma, Chesapeake VA",Brand,VA,Chesapeake
"KEDPLASMA, Chesapeake VA",Brand,VA,Chesapeake
"Interstate Blood Bank, Chesapeake VA",Brand,VA,Chesapeake
"ImmunoTek Bio Centers, Chesapeake VA",Brand,VA,Chesapeake
"Talecris Plasma Resources, Chesapeake VA",Brand,VA,Chesapeake
"Blood and Plasma Research, Chesapeake VA",Brand,VA,Chesapeake
"B Positive Plasma, Chesapeake VA",Brand,VA,Chesapeake
"Freedom Plasma, Chesapeake VA",Brand,VA,Chesapeake
"GCAM Plasma, Chesapeake VA",Brand,VA,Chesapeake
"ADMA BioCenters, Chesapeake VA",Brand,VA,Chesapeake
"Southern Blood Services, Chesapeake VA",Brand,VA,Chesapeake
"plasma donation center, Richmond VA",General,VA,Richmond
"CSL Plasma, Richmond VA",Brand,VA,Richmond
"BioLife Plasma, Richmond VA",Brand,VA,Richmond
"Grifols Biomat, Richmond VA",Brand,VA,Richmond
"Octapharma Plasma, Richmond VA",Brand,VA,Richmond
"KEDPLASMA, Richmond VA",Brand,VA,Richmond
"Interstate Blood Bank, Richmond VA",Brand,VA,Richmond
"ImmunoTek Bio Centers, Richmond VA",Brand,VA,Richmond
"Talecris Plasma Resources, Richmond VA",Brand,VA,Richmond
"Blood and Plasma Research, Richmond VA",Brand,VA,Richmond
"B Positive Plasma, Richmond VA",Brand,VA,Richmond
"Freedom Plasma, Richmond VA",Brand,VA,Richmond
"GCAM Plasma, Richmond VA",Brand,VA,Richmond
"ADMA BioCenters, Richmond VA",Brand,VA,Richmond
"Southern Blood Services, Richmond VA",Brand,VA,Richmond
"plasma donation center, Newport News VA",General,VA,Newport News
"CSL Plasma, Newport News VA",Brand,VA,Newport News
"BioLife Plasma, Newport News VA",Brand,VA,Newport News
"Grifols Biomat, Newport News VA",Brand,VA,Newport News
"Octapharma Plasma, Newport News VA",Brand,VA,Newport News
"KEDPLASMA, Newport News VA",Brand,VA,Newport News
"Interstate Blood Bank, Newport News VA",Brand,VA,Newport News
"ImmunoTek Bio Centers, Newport News VA",Brand,VA,Newport News
"Talecris Plasma Resources, Newport News VA",Brand,VA,Newport News
"Blood and Plasma Research, Newport News VA",Brand,VA,Newport News
"B Positive Plasma, Newport News VA",Brand,VA,Newport News
"Freedom Plasma, Newport News VA",Brand,VA,Newport News
"GCAM Plasma, Newport News VA",Brand,VA,Newport News
"ADMA BioCenters, Newport News VA",Brand,VA,Newport News
"Southern Blood Services, Newport News VA",Brand,VA,Newport News
"plasma donation center, Alexandria VA",General,VA,Alexandria
"CSL Plasma, Alexandria VA",Brand,VA,Alexandria
"BioLife Plasma, Alexandria VA",Brand,VA,Alexandria
"Grifols Biomat, Alexandria VA",Brand,VA,Alexandria
"Octapharma Plasma, Alexandria VA",Brand,VA,Alexandria
"KEDPLASMA, Alexandria VA",Brand,VA,Alexandria
"Interstate Blood Bank, Alexandria VA",Brand,VA,Alexandria
"ImmunoTek Bio Centers, Alexandria VA",Brand,VA,Alexandria
"Talecris Plasma Resources, Alexandria VA",Brand,VA,Alexandria
"Blood and Plasma Research, Alexandria VA",Brand,VA,Alexandria
"B Positive Plasma, Alexandria VA",Brand,VA,Alexandria
"Freedom Plasma, Alexandria VA",Brand,VA,Alexandria
"GCAM Plasma, Alexandria VA",Brand,VA,Alexandria
"ADMA BioCenters, Alexandria VA",Brand,VA,Alexandria
"Southern Blood Services, Alexandria VA",Brand,VA,Alexandria
"plasma donation center, Hampton VA",General,VA,Hampton
"CSL Plasma, Hampton VA",Brand,VA,Hampton
"BioLife Plasma, Hampton VA",Brand,VA,Hampton
"Grifols Biomat, Hampton VA",Brand,VA,Hampton
"Octapharma Plasma, Hampton VA",Brand,VA,Hampton
"KEDPLASMA, Hampton VA",Brand,VA,Hampton
"Interstate Blood Bank, Hampton VA",Brand,VA,Hampton
"ImmunoTek Bio Centers, Hampton VA",Brand,VA,Hampton
"Talecris Plasma Resources, Hampton VA",Brand,VA,Hampton
"Blood and Plasma Research, Hampton VA",Brand,VA,Hampton
"B Positive Plasma, Hampton VA",Brand,VA,Hampton
"Freedom Plasma, Hampton VA",Brand,VA,Hampton
"GCAM Plasma, Hampton VA",Brand,VA,Hampton
"ADMA BioCenters, Hampton VA",Brand,VA,Hampton
"Southern Blood Services, Hampton VA",Brand,VA,Hampton
"plasma donation center, Roanoke VA",General,VA,Roanoke
"CSL Plasma, Roanoke VA",Brand,VA,Roanoke
"BioLife Plasma, Roanoke VA",Brand,VA,Roanoke
"Grifols Biomat, Roanoke VA",Brand,VA,Roanoke
"Octapharma Plasma, Roanoke VA",Brand,VA,Roanoke
"KEDPLASMA, Roanoke VA",Brand,VA,Roanoke
"Interstate Blood Bank, Roanoke VA",Brand,VA,Roanoke
"ImmunoTek Bio Centers, Roanoke VA",Brand,VA,Roanoke
"Talecris Plasma Resources, Roanoke VA",Brand,VA,Roanoke
"Blood and Plasma Research, Roanoke VA",Brand,VA,Roanoke
"B Positive Plasma, Roanoke VA",Brand,VA,Roanoke
"Freedom Plasma, Roanoke VA",Brand,VA,Roanoke
"GCAM Plasma, Roanoke VA",Brand,VA,Roanoke
"ADMA BioCenters, Roanoke VA",Brand,VA,Roanoke
"Southern Blood Services, Roanoke VA",Brand,VA,Roanoke
"plasma donation center, Portsmouth VA",General,VA,Portsmouth
"CSL Plasma, Portsmouth VA",Brand,VA,Portsmouth
"BioLife Plasma, Portsmouth VA",Brand,VA,Portsmouth
"Grifols Biomat, Portsmouth VA",Brand,VA,Portsmouth
"Octapharma Plasma, Portsmouth VA",Brand,VA,Portsmouth
"KEDPLASMA, Portsmouth VA",Brand,VA,Portsmouth
"Interstate Blood Bank, Portsmouth VA",Brand,VA,Portsmouth
"ImmunoTek Bio Centers, Portsmouth VA",Brand,VA,Portsmouth
"Talecris Plasma Resources, Portsmouth VA",Brand,VA,Portsmouth
"Blood and Plasma Research, Portsmouth VA",Brand,VA,Portsmouth
"B Positive Plasma, Portsmouth VA",Brand,VA,Portsmouth
"Freedom Plasma, Portsmouth VA",Brand,VA,Portsmouth
"GCAM Plasma, Portsmouth VA",Brand,VA,Portsmouth
"ADMA BioCenters, Portsmouth VA",Brand,VA,Portsmouth
"Southern Blood Services, Portsmouth VA",Brand,VA,Portsmouth
"plasma donation center, Suffolk VA",General,VA,Suffolk
"CSL Plasma, Suffolk VA",Brand,VA,Suffolk
"BioLife Plasma, Suffolk VA",Brand,VA,Suffolk
"Grifols Biomat, Suffolk VA",Brand,VA,Suffolk
"Octapharma Plasma, Suffolk VA",Brand,VA,Suffolk
"KEDPLASMA, Suffolk VA",Brand,VA,Suffolk
"Interstate Blood Bank, Suffolk VA",Brand,VA,Suffolk
"ImmunoTek Bio Centers, Suffolk VA",Brand,VA,Suffolk
"Talecris Plasma Resources, Suffolk VA",Brand,VA,Suffolk
"Blood and Plasma Research, Suffolk VA",Brand,VA,Suffolk
"B Positive Plasma, Suffolk VA",Brand,VA,Suffolk
"Freedom Plasma, Suffolk VA",Brand,VA,Suffolk
"GCAM Plasma, Suffolk VA",Brand,VA,Suffolk
"ADMA BioCenters, Suffolk VA",Brand,VA,Suffolk
"Southern Blood Services, Suffolk VA",Brand,VA,Suffolk
"plasma donation center, WA",General,WA,
"CSL Plasma, WA",Brand,WA,
"BioLife Plasma, WA",Brand,WA,
"Grifols Biomat, WA",Brand,WA,
"Octapharma Plasma, WA",Brand,WA,
"KEDPLASMA, WA",Brand,WA,
"Interstate Blood Bank, WA",Brand,WA,
"ImmunoTek Bio Centers, WA",Brand,WA,
"Talecris Plasma Resources, WA",Brand,WA,
"Blood and Plasma Research, WA",Brand,WA,
"B Positive Plasma, WA",Brand,WA,
"Freedom Plasma, WA",Brand,WA,
"GCAM Plasma, WA",Brand,WA,
"ADMA BioCenters, WA",Brand,WA,
"Southern Blood Services, WA",Brand,WA,
"plasma donation center, Seattle WA",General,WA,Seattle
"CSL Plasma, Seattle WA",Brand,WA,Seattle
"BioLife Plasma, Seattle WA",Brand,WA,Seattle
"Grifols Biomat, Seattle WA",Brand,WA,Seattle
"Octapharma Plasma, Seattle WA",Brand,WA,Seattle
"KEDPLASMA, Seattle WA",Brand,WA,Seattle
"Interstate Blood Bank, Seattle WA",Brand,WA,Seattle
"ImmunoTek Bio Centers, Seattle WA",Brand,WA,Seattle
"Talecris Plasma Resources, Seattle WA",Brand,WA,Seattle
"Blood and Plasma Research, Seattle WA",Brand,WA,Seattle
"B Positive Plasma, Seattle WA",Brand,WA,Seattle
"Freedom Plasma, Seattle WA",Brand,WA,Seattle
"GCAM Plasma, Seattle WA",Brand,WA,Seattle
"ADMA BioCenters, Seattle WA",Brand,WA,Seattle
"Southern Blood Services, Seattle WA",Brand,WA,Seattle
"plasma donation center, Spokane WA",General,WA,Spokane
"CSL Plasma, Spokane WA",Brand,WA,Spokane
"BioLife Plasma, Spokane WA",Brand,WA,Spokane
"Grifols Biomat, Spokane WA",Brand,WA,Spokane
"Octapharma Plasma, Spokane WA",Brand,WA,Spokane
"KEDPLASMA, Spokane WA",Brand,WA,Spokane
"Interstate Blood Bank, Spokane WA",Brand,WA,Spokane
"ImmunoTek Bio Centers, Spokane WA",Brand,WA,Spokane
"Talecris Plasma Resources, Spokane WA",Brand,WA,Spokane
"Blood and Plasma Research, Spokane WA",Brand,WA,Spokane
"B Positive Plasma, Spokane WA",Brand,WA,Spokane
"Freedom Plasma, Spokane WA",Brand,WA,Spokane
"GCAM Plasma, Spokane WA",Brand,WA,Spokane
"ADMA BioCenters, Spokane WA",Brand,WA,Spokane
"Southern Blood Services, Spokane WA",Brand,WA,Spokane
"plasma donation center, Tacoma WA",General,WA,Tacoma
"CSL Plasma, Tacoma WA",Brand,WA,Tacoma
"BioLife Plasma, Tacoma WA",Brand,WA,Tacoma
"Grifols Biomat, Tacoma WA",Brand,WA,Tacoma
"Octapharma Plasma, Tacoma WA",Brand,WA,Tacoma
"KEDPLASMA, Tacoma WA",Brand,WA,Tacoma
"Interstate Blood Bank, Tacoma WA",Brand,WA,Tacoma
"ImmunoTek Bio Centers, Tacoma WA",Brand,WA,Tacoma
"Talecris Plasma Resources, Tacoma WA",Brand,WA,Tacoma
"Blood and Plasma Research, Tacoma WA",Brand,WA,Tacoma
"B Positive Plasma, Tacoma WA",Brand,WA,Tacoma
"Freedom Plasma, Tacoma WA",Brand,WA,Tacoma
"GCAM Plasma, Tacoma WA",Brand,WA,Tacoma
"ADMA BioCenters, Tacoma WA",Brand,WA,Tacoma
"Southern Blood Services, Tacoma WA",Brand,WA,Tacoma
"plasma donation center, Vancouver WA",General,WA,Vancouver
"CSL Plasma, Vancouver WA",Brand,WA,Vancouver
"BioLife Plasma, Vancouver WA",Brand,WA,Vancouver
"Grifols Biomat, Vancouver WA",Brand,WA,Vancouver
"Octapharma Plasma, Vancouver WA",Brand,WA,Vancouver
"KEDPLASMA, Vancouver WA",Brand,WA,Vancouver
"Interstate Blood Bank, Vancouver WA",Brand,WA,Vancouver
"ImmunoTek Bio Centers, Vancouver WA",Brand,WA,Vancouver
"Talecris Plasma Resources, Vancouver WA",Brand,WA,Vancouver
"Blood and Plasma Research, Vancouver WA",Brand,WA,Vancouver
"B Positive Plasma, Vancouver WA",Brand,WA,Vancouver
"Freedom Plasma, Vancouver WA",Brand,WA,Vancouver
"GCAM Plasma, Vancouver WA",Brand,WA,Vancouver
"ADMA BioCenters, Vancouver WA",Brand,WA,Vancouver
"Southern Blood Services, Vancouver WA",Brand,WA,Vancouver
"plasma donation center, Bellevue WA",General,WA,Bellevue
"CSL Plasma, Bellevue WA",Brand,WA,Bellevue
"BioLife Plasma, Bellevue WA",Brand,WA,Bellevue
"Grifols Biomat, Bellevue WA",Brand,WA,Bellevue
"Octapharma Plasma, Bellevue WA",Brand,WA,Bellevue
"KEDPLASMA, Bellevue WA",Brand,WA,Bellevue
"Interstate Blood Bank, Bellevue WA",Brand,WA,Bellevue
"ImmunoTek Bio Centers, Bellevue WA",Brand,WA,Bellevue
"Talecris Plasma Resources, Bellevue WA",Brand,WA,Bellevue
"Blood and Plasma Research, Bellevue WA",Brand,WA,Bellevue
"B Positive Plasma, Bellevue WA",Brand,WA,Bellevue
"Freedom Plasma, Bellevue WA",Brand,WA,Bellevue
"GCAM Plasma, Bellevue WA",Brand,WA,Bellevue
"ADMA BioCenters, Bellevue WA",Brand,WA,Bellevue
"Southern Blood Services, Bellevue WA",Brand,WA,Bellevue
"plasma donation center, Kent WA",General,WA,Kent
"CSL Plasma, Kent WA",Brand,WA,Kent
"BioLife Plasma, Kent WA",Brand,WA,Kent
"Grifols Biomat, Kent WA",Brand,WA,Kent
"Octapharma Plasma, Kent WA",Brand,WA,Kent
"KEDPLASMA, Kent WA",Brand,WA,Kent
"Interstate Blood Bank, Kent WA",Brand,WA,Kent
"ImmunoTek Bio Centers, Kent WA",Brand,WA,Kent
"Talecris Plasma Resources, Kent WA",Brand,WA,Kent
"Blood and Plasma Research, Kent WA",Brand,WA,Kent
"B Positive Plasma, Kent WA",Brand,WA,Kent
"Freedom Plasma, Kent WA",Brand,WA,Kent
"GCAM Plasma, Kent WA",Brand,WA,Kent
"ADMA BioCenters, Kent WA",Brand,WA,Kent
"Southern Blood Services, Kent WA",Brand,WA,Kent
"plasma donation center, Everett WA",General,WA,Everett
"CSL Plasma, Everett WA",Brand,WA,Everett
"BioLife Plasma, Everett WA",Brand,WA,Everett
"Grifols Biomat, Everett WA",Brand,WA,Everett
"Octapharma Plasma, Everett WA",Brand,WA,Everett
"KEDPLASMA, Everett WA",Brand,WA,Everett
"Interstate Blood Bank, Everett WA",Brand,WA,Everett
"ImmunoTek Bio Centers, Everett WA",Brand,WA,Everett
"Talecris Plasma Resources, Everett WA",Brand,WA,Everett
"Blood and Plasma Research, Everett WA",Brand,WA,Everett
"B Positive Plasma, Everett WA",Brand,WA,Everett
"Freedom Plasma, Everett WA",Brand,WA,Everett
"GCAM Plasma, Everett WA",Brand,WA,Everett
"ADMA BioCenters, Everett WA",Brand,WA,Everett
"Southern Blood Services, Everett WA",Brand,WA,Everett
"plasma donation center, Renton WA",General,WA,Renton
"CSL Plasma, Renton WA",Brand,WA,Renton
"BioLife Plasma, Renton WA",Brand,WA,Renton
"Grifols Biomat, Renton WA",Brand,WA,Renton
"Octapharma Plasma, Renton WA",Brand,WA,Renton
"KEDPLASMA, Renton WA",Brand,WA,Renton
"Interstate Blood Bank, Renton WA",Brand,WA,Renton
"ImmunoTek Bio Centers, Renton WA",Brand,WA,Renton
"Talecris Plasma Resources, Renton WA",Brand,WA,Renton
"Blood and Plasma Research, Renton WA",Brand,WA,Renton
"B Positive Plasma, Renton WA",Brand,WA,Renton
"Freedom Plasma, Renton WA",Brand,WA,Renton
"GCAM Plasma, Renton WA",Brand,WA,Renton
"ADMA BioCenters, Renton WA",Brand,WA,Renton
"Southern Blood Services, Renton WA",Brand,WA,Renton
"plasma donation center, Federal Way WA",General,WA,Federal Way
"CSL Plasma, Federal Way WA",Brand,WA,Federal Way
"BioLife Plasma, Federal Way WA",Brand,WA,Federal Way
"Grifols Biomat, Federal Way WA",Brand,WA,Federal Way
"Octapharma Plasma, Federal Way WA",Brand,WA,Federal Way
"KEDPLASMA, Federal Way WA",Brand,WA,Federal Way
"Interstate Blood Bank, Federal Way WA",Brand,WA,Federal Way
"ImmunoTek Bio Centers, Federal Way WA",Brand,WA,Federal Way
"Talecris Plasma Resources, Federal Way WA",Brand,WA,Federal Way
"Blood and Plasma Research, Federal Way WA",Brand,WA,Federal Way
"B Positive Plasma, Federal Way WA",Brand,WA,Federal Way
"Freedom Plasma, Federal Way WA",Brand,WA,Federal Way
"GCAM Plasma, Federal Way WA",Brand,WA,Federal Way
"ADMA BioCenters, Federal Way WA",Brand,WA,Federal Way
"Southern Blood Services, Federal Way WA",Brand,WA,Federal Way
"plasma donation center, Yakima WA",General,WA,Yakima
"CSL Plasma, Yakima WA",Brand,WA,Yakima
"BioLife Plasma, Yakima WA",Brand,WA,Yakima
"Grifols Biomat, Yakima WA",Brand,WA,Yakima
"Octapharma Plasma, Yakima WA",Brand,WA,Yakima
"KEDPLASMA, Yakima WA",Brand,WA,Yakima
"Interstate Blood Bank, Yakima WA",Brand,WA,Yakima
"ImmunoTek Bio Centers, Yakima WA",Brand,WA,Yakima
"Talecris Plasma Resources, Yakima WA",Brand,WA,Yakima
"Blood and Plasma Research, Yakima WA",Brand,WA,Yakima
"B Positive Plasma, Yakima WA",Brand,WA,Yakima
"Freedom Plasma, Yakima WA",Brand,WA,Yakima
"GCAM Plasma, Yakima WA",Brand,WA,Yakima
"ADMA BioCenters, Yakima WA",Brand,WA,Yakima
"Southern Blood Services, Yakima WA",Brand,WA,Yakima
"plasma donation center, WV",General,WV,
"CSL Plasma, WV",Brand,WV,
"BioLife Plasma, WV",Brand,WV,
"Grifols Biomat, WV",Brand,WV,
"Octapharma Plasma, WV",Brand,WV,
"KEDPLASMA, WV",Brand,WV,
"Interstate Blood Bank, WV",Brand,WV,
"ImmunoTek Bio Centers, WV",Brand,WV,
"Talecris Plasma Resources, WV",Brand,WV,
"Blood and Plasma Research, WV",Brand,WV,
"B Positive Plasma, WV",Brand,WV,
"Freedom Plasma, WV",Brand,WV,
"GCAM Plasma, WV",Brand,WV,
"ADMA BioCenters, WV",Brand,WV,
"Southern Blood Services, WV",Brand,WV,
"plasma donation center, Charleston WV",General,WV,Charleston
"CSL Plasma, Charleston WV",Brand,WV,Charleston
"BioLife Plasma, Charleston WV",Brand,WV,Charleston
"Grifols Biomat, Charleston WV",Brand,WV,Charleston
"Octapharma Plasma, Charleston WV",Brand,WV,Charleston
"KEDPLASMA, Charleston WV",Brand,WV,Charleston
"Interstate Blood Bank, Charleston WV",Brand,WV,Charleston
"ImmunoTek Bio Centers, Charleston WV",Brand,WV,Charleston
"Talecris Plasma Resources, Charleston WV",Brand,WV,Charleston
"Blood and Plasma Research, Charleston WV",Brand,WV,Charleston
"B Positive Plasma, Charleston WV",Brand,WV,Charleston
"Freedom Plasma, Charleston WV",Brand,WV,Charleston
"GCAM Plasma, Charleston WV",Brand,WV,Charleston
"ADMA BioCenters, Charleston WV",Brand,WV,Charleston
"Southern Blood Services, Charleston WV",Brand,WV,Charleston
"plasma donation center, Huntington WV",General,WV,Huntington
"CSL Plasma, Huntington WV",Brand,WV,Huntington
"BioLife Plasma, Huntington WV",Brand,WV,Huntington
"Grifols Biomat, Huntington WV",Brand,WV,Huntington
"Octapharma Plasma, Huntington WV",Brand,WV,Huntington
"KEDPLASMA, Huntington WV",Brand,WV,Huntington
"Interstate Blood Bank, Huntington WV",Brand,WV,Huntington
"ImmunoTek Bio Centers, Huntington WV",Brand,WV,Huntington
"Talecris Plasma Resources, Huntington WV",Brand,WV,Huntington
"Blood and Plasma Research, Huntington WV",Brand,WV,Huntington
"B Positive Plasma, Huntington WV",Brand,WV,Huntington
"Freedom Plasma, Huntington WV",Brand,WV,Huntington
"GCAM Plasma, Huntington WV",Brand,WV,Huntington
"ADMA BioCenters, Huntington WV",Brand,WV,Huntington
"Southern Blood Services, Huntington WV",Brand,WV,Huntington
"plasma donation center, Morgantown WV",General,WV,Morgantown
"CSL Plasma, Morgantown WV",Brand,WV,Morgantown
"BioLife Plasma, Morgantown WV",Brand,WV,Morgantown
"Grifols Biomat, Morgantown WV",Brand,WV,Morgantown
"Octapharma Plasma, Morgantown WV",Brand,WV,Morgantown
"KEDPLASMA, Morgantown WV",Brand,WV,Morgantown
"Interstate Blood Bank, Morgantown WV",Brand,WV,Morgantown
"ImmunoTek Bio Centers, Morgantown WV",Brand,WV,Morgantown
"Talecris Plasma Resources, Morgantown WV",Brand,WV,Morgantown
"Blood and Plasma Research, Morgantown WV",Brand,WV,Morgantown
"B Positive Plasma, Morgantown WV",Brand,WV,Morgantown
"Freedom Plasma, Morgantown WV",Brand,WV,Morgantown
"GCAM Plasma, Morgantown WV",Brand,WV,Morgantown
"ADMA BioCenters, Morgantown WV",Brand,WV,Morgantown
"Southern Blood Services, Morgantown WV",Brand,WV,Morgantown
